20240117090001,45.79
20240117091001,55.61
20240117092001,57.6
20240117093001,59.2
20240117094001,59.09
20240117095001,58.06
20240117100001,58.19
20240117101001,54.03
20240117102001,52.97
20240117103001,52.64
20240117104001,50.71
20240117105001,52.62
20240117110001,52.71
20240117111001,51.5
20240117112001,48.37
20240117113001,48.66
20240117114001,45.93
20240117115001,46.52
20240117120001,45.11
20240117121001,45.62
20240117122001,43.82
20240117123001,43.18
20240117124001,41.37
20240117125001,39.51
20240117130001,39.54
20240117131001,38.66
20240117132001,37.53
20240117133001,35.44
20240117134001,32.2
20240117135001,32.29
20240117140001,32.5
20240117141001,32.27
20240117142001,31.54
20240117143001,31.68
20240117144001,32.26
20240117145001,32.0
20240117150001,32.2
20240117151001,32.09
20240117152001,29.02
20240117153001,27.52
20240117154001,27.39
20240117155001,27.14
20240117160001,30.24
20240117161001,26.93
20240117162001,26.9
20240117163001,26.87
20240117164001,26.88
20240117165001,26.95
20240119090001,260.08
20240119091001,228.12
20240119092001,200.35
20240119093001,185.84
20240119094001,179.91
20240119095001,167.79
20240119100001,166.25
20240119101001,162.83
20240119102001,175.09
20240119103001,174.0
20240119104001,193.56
20240119105001,190.0
20240119110001,52.71
20240119111001,51.5
20240119112001,48.37
20240119113001,48.66
20240119114001,45.93
20240119115001,46.52
20240119120001,45.11
20240119121001,45.62
20240119122001,43.82
20240119123001,43.18
20240119124001,41.37
20240119125001,39.51
20240119130001,39.54
20240119131001,38.66
20240119132001,37.53
20240119133001,35.44
20240119134001,32.2
20240119135001,32.29
20240119140001,32.5
20240119141001,32.27
20240119142001,31.54
20240119143001,31.68
20240119144001,32.26
20240119145001,32.0
20240119150001,32.2
20240119151001,32.09
20240119152001,29.02
20240119153001,27.52
20240119154001,27.39
20240119155001,27.14
20240119160001,30.24
20240119161001,26.93
20240119162001,26.9
20240119163001,26.87
20240119164001,26.88
20240119165001,26.95
20240224090001,32.86
20240224091001,37.12
20240224092001,44.56
20240224093001,45.05
20240224094001,48.57
20240224095001,54.88
20240224100001,59.09
20240224101001,59.43
20240224102001,59.91
20240224103001,60.94
20240224104001,60.95
20240224105001,58.25
20240224110001,52.71
20240224111001,51.5
20240224112001,48.37
20240224113001,48.66
20240224114001,45.93
20240224115001,46.52
20240224120001,45.11
20240224121001,45.62
20240224122001,43.82
20240224123001,43.18
20240224124001,41.37
20240224125001,39.51
20240224130001,39.54
20240224131001,38.66
20240224132001,37.53
20240224133001,35.44
20240224134001,32.2
20240224135001,32.29
20240224140001,32.5
20240224141001,32.27
20240224142001,31.54
20240224143001,31.68
20240224144001,32.26
20240224145001,32.0
20240224150001,32.2
20240224151001,32.09
20240224152001,29.02
20240224153001,27.52
20240224154001,27.39
20240224155001,27.14
20240224160001,30.24
20240224161001,26.93
20240224162001,26.9
20240224163001,26.87
20240224164001,26.88
20240224165001,26.95
20240226090001,30.33
20240226091001,49.17
20240226092001,67.1
20240226093001,74.17
20240226094001,75.9
20240226095001,76.33
20240226100001,65.07
20240226101001,55.87
20240226102001,53.07
20240226103001,50.29
20240226104001,45.24
20240226105001,49.74
20240226110001,52.71
20240226111001,51.5
20240226112001,48.37
20240226113001,48.66
20240226114001,45.93
20240226115001,46.52
20240226120001,45.11
20240226121001,45.62
20240226122001,43.82
20240226123001,43.18
20240226124001,41.37
20240226125001,39.51
20240226130001,39.54
20240226131001,38.66
20240226132001,37.53
20240226133001,35.44
20240226134001,32.2
20240226135001,32.29
20240226140001,32.5
20240226141001,32.27
20240226142001,31.54
20240226143001,31.68
20240226144001,32.26
20240226145001,32.0
20240226150001,32.2
20240226151001,32.09
20240226152001,29.02
20240226153001,27.52
20240226154001,27.39
20240226155001,27.14
20240226160001,30.24
20240226161001,26.93
20240226162001,26.9
20240226163001,26.87
20240226164001,26.88
20240226165001,26.95
20240327090001,94.53
20240327091001,88.48
20240327092001,91.54
20240327093001,83.14
20240327094001,81.73
20240327095001,78.02
20240327100001,74.97
20240327101001,77.49
20240327102001,81.99
20240327103001,88.82
20240327104001,95.04
20240327105001,104.11
20240327110001,52.71
20240327111001,51.5
20240327112001,48.37
20240327113001,48.66
20240327114001,45.93
20240327115001,46.52
20240327120001,45.11
20240327121001,45.62
20240327122001,43.82
20240327123001,43.18
20240327124001,41.37
20240327125001,39.51
20240327130001,39.54
20240327131001,38.66
20240327132001,37.53
20240327133001,35.44
20240327134001,32.2
20240327135001,32.29
20240327140001,32.5
20240327141001,32.27
