20240117090001,98.06
20240117091001,91.67
20240117092001,89.75
20240117093001,89.44
20240117094001,88.89
20240117095001,86.84
20240117100001,86.86
20240117101001,88.41
20240117102001,89.51
20240117103001,92.42
20240117104001,98.08
20240117105001,101.91
20240117110001,106.3
20240117111001,120.17
20240117112001,131.72
20240117113001,145.31
20240117114001,154.61
20240117115001,171.3
20240117120001,192.0
20240117121001,216.43
20240117122001,241.55
20240117123001,263.55
20240117124001,276.85
20240117125001,285.31
20240117130001,309.32
20240117131001,332.17
20240117132001,360.67
20240117133001,397.04
20240117134001,429.75
20240117135001,454.94
20240117140001,497.7
20240117141001,531.81
20240117142001,549.43
20240117143001,576.53
20240117144001,595.52
20240117145001,600.12
20240117150001,577.63
20240117151001,579.51
20240117152001,517.26
20240117153001,478.19
20240117154001,427.38
20240117155001,395.82
20240117160001,370.01
20240117161001,348.8
20240117162001,325.94
20240117163001,306.63
20240117164001,296.45
20240117165001,293.97
20240119090001,191.6
20240119091001,109.71
20240119092001,109.11
20240119093001,80.67
20240119094001,91.26
20240119095001,87.31
20240119100001,87.08
20240119101001,86.08
20240119102001,91.17
20240119103001,91.31
20240119104001,94.35
20240119105001,99.5
20240119110001,106.3
20240119111001,120.17
20240119112001,131.72
20240119113001,145.31
20240119114001,154.61
20240119115001,171.3
20240119120001,192.0
20240119121001,216.43
20240119122001,241.55
20240119123001,263.55
20240119124001,276.85
20240119125001,285.31
20240119130001,309.32
20240119131001,332.17
20240119132001,360.67
20240119133001,397.04
20240119134001,429.75
20240119135001,454.94
20240119140001,497.7
20240119141001,531.81
20240119142001,549.43
20240119143001,576.53
20240119144001,595.52
20240119145001,600.12
20240119150001,577.63
20240119151001,579.51
20240119152001,517.26
20240119153001,478.19
20240119154001,427.38
20240119155001,395.82
20240119160001,370.01
20240119161001,348.8
20240119162001,325.94
20240119163001,306.63
20240119164001,296.45
20240119165001,293.97
20240224090001,63.77
20240224091001,144.52
20240224092001,82.06
20240224093001,89.23
20240224094001,89.86
20240224095001,88.9
20240224100001,88.36
20240224101001,89.14
20240224102001,89.97
20240224103001,93.33
20240224104001,99.28
20240224105001,102.67
20240224110001,106.3
20240224111001,120.17
20240224112001,131.72
20240224113001,145.31
20240224114001,154.61
20240224115001,171.3
20240224120001,192.0
20240224121001,216.43
20240224122001,241.55
20240224123001,263.55
20240224124001,276.85
20240224125001,285.31
20240224130001,309.32
20240224131001,332.17
20240224132001,360.67
20240224133001,397.04
20240224134001,429.75
20240224135001,454.94
20240224140001,497.7
20240224141001,531.81
20240224142001,549.43
20240224143001,576.53
20240224144001,595.52
20240224145001,600.12
20240224150001,577.63
20240224151001,579.51
20240224152001,517.26
20240224153001,478.19
20240224154001,427.38
20240224155001,395.82
20240224160001,370.01
20240224161001,348.8
20240224162001,325.94
20240224163001,306.63
20240224164001,296.45
20240224165001,293.97
20240226090001,47.36
20240226091001,90.52
20240226092001,89.22
20240226093001,91.62
20240226094001,91.08
20240226095001,88.69
20240226100001,89.33
20240226101001,89.55
20240226102001,89.12
20240226103001,91.48
20240226104001,96.31
20240226105001,102.82
20240226110001,106.3
20240226111001,120.17
20240226112001,131.72
