20240117090001,63.37
20240117091001,62.44
20240117092001,62.49
20240117093001,58.59
20240117094001,53.3
20240117095001,51.89
20240117100001,48.16
20240117101001,43.03
20240117102001,37.75
20240117103001,37.15
20240117104001,35.58
20240117105001,35.63
20240117110001,34.49
20240117111001,33.71
20240117112001,29.6
20240117113001,29.13
20240117114001,28.57
20240117115001,27.38
20240117120001,27.77
20240117121001,26.11
20240117122001,26.26
20240117123001,26.07
20240117124001,26.63
20240117125001,25.98
20240117130001,25.36
20240117131001,24.86
20240117132001,24.57
20240117133001,24.81
20240117134001,24.61
20240117135001,25.02
20240117140001,24.65
20240117141001,23.8
20240117142001,23.46
20240117143001,23.59
20240117144001,22.86
20240117145001,23.33
20240117150001,23.77
20240117151001,23.83
20240117152001,24.02
20240117153001,23.63
20240117154001,23.61
20240117155001,23.9
20240117160001,23.94
20240117161001,23.65
20240117162001,22.49
20240117163001,22.69
20240117164001,22.01
20240117165001,22.16
20240119090001,153.49
20240119091001,148.16
20240119092001,144.78
20240119093001,129.51
20240119094001,121.15
20240119095001,113.33
20240119100001,114.94
20240119101001,119.08
20240119102001,121.81
20240119103001,121.99
20240119104001,129.69
20240119105001,130.11
20240119110001,34.49
20240119111001,33.71
20240119112001,29.6
20240119113001,29.13
20240119114001,28.57
20240119115001,27.38
20240119120001,27.77
20240119121001,26.11
20240119122001,26.26
20240119123001,26.07
20240119124001,26.63
20240119125001,25.98
20240119130001,25.36
20240119131001,24.86
20240119132001,24.57
20240119133001,24.81
20240119134001,24.61
20240119135001,25.02
20240119140001,24.65
20240119141001,23.8
20240119142001,23.46
20240119143001,23.59
20240119144001,22.86
20240119145001,23.33
20240119150001,23.77
20240119151001,23.83
20240119152001,24.02
20240119153001,23.63
20240119154001,23.61
20240119155001,23.9
20240119160001,23.94
20240119161001,23.65
20240119162001,22.49
20240119163001,22.69
20240119164001,22.01
20240119165001,22.16
20240224090001,47.43
20240224091001,51.6
20240224092001,51.97
20240224093001,53.13
20240224094001,56.12
20240224095001,53.98
20240224100001,51.69
20240224101001,52.49
20240224102001,49.95
20240224103001,47.4
20240224104001,44.54
20240224105001,38.22
20240224110001,34.49
20240224111001,33.71
20240224112001,29.6
20240224113001,29.13
20240224114001,28.57
20240224115001,27.38
20240224120001,27.77
20240224121001,26.11
20240224122001,26.26
20240224123001,26.07
20240224124001,26.63
20240224125001,25.98
20240224130001,25.36
20240224131001,24.86
20240224132001,24.57
20240224133001,24.81
20240224134001,24.61
20240224135001,25.02
20240224140001,24.65
20240224141001,23.8
20240224142001,23.46
20240224143001,23.59
20240224144001,22.86
20240224145001,23.33
20240224150001,23.77
20240224151001,23.83
20240224152001,24.02
20240224153001,23.63
20240224154001,23.61
20240224155001,23.9
20240224160001,23.94
20240224161001,23.65
20240224162001,22.49
20240224163001,22.69
20240224164001,22.01
20240224165001,22.16
20240226090001,33.08
20240226091001,50.39
20240226092001,51.43
20240226093001,51.47
20240226094001,53.69
20240226095001,51.54
20240226100001,49.88
20240226101001,46.9
20240226102001,39.91
20240226103001,36.87
20240226104001,34.24
20240226105001,34.94
20240226110001,34.49
20240226111001,33.71
20240226112001,29.6
20240226113001,29.13
20240226114001,28.57
20240226115001,27.38
20240226120001,27.77
20240226121001,26.11
20240226122001,26.26
20240226123001,26.07
20240226124001,26.63
20240226125001,25.98
20240226130001,25.36
20240226131001,24.86
20240226132001,24.57
20240226133001,24.81
20240226134001,24.61
20240226135001,25.02
20240226140001,24.65
20240226141001,23.8
20240226142001,23.46
20240226143001,23.59
20240226144001,22.86
20240226145001,23.33
20240226150001,23.77
20240226151001,23.83
20240226152001,24.02
20240226153001,23.63
20240226154001,23.61
20240226155001,23.9
20240226160001,23.94
20240226161001,23.65
20240226162001,22.49
20240226163001,22.69
20240226164001,22.01
20240226165001,22.16
20240327090001,72.04
20240327091001,71.93
20240327092001,72.83
20240327093001,73.95
20240327094001,71.64
20240327095001,72.48
20240327100001,78.94
20240327101001,75.15
20240327102001,77.02
20240327103001,72.75
20240327104001,73.65
20240327105001,72.38
20240327110001,34.49
20240327111001,33.71
20240327112001,29.6
20240327113001,29.13
20240327114001,28.57
20240327115001,27.38
20240327120001,27.77
20240327121001,26.11
20240327122001,26.26
20240327123001,26.07
20240327124001,26.63
20240327125001,25.98
20240327130001,25.36
20240327131001,24.86
20240327132001,24.57
20240327133001,24.81
20240327134001,24.61
20240327135001,25.02
20240327140001,24.65
20240327141001,23.8
20240327142001,23.46
20240327143001,23.59
20240327144001,22.86
20240327145001,23.33
20240327150001,23.77
20240327151001,23.83
20240327152001,24.02
